Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	20/72	1.15944954418308e-07	1.09716283611185e-05	0	0	4.97150997150997	79.3957614099771	ACVRL1;GDF10;JUN;NRROS;HPGD;FOS;LRRC32;SMAD6;TGFBR2;TGFBR3;CDH5;CLDN5;COL3A1;COL1A2;FNTA;ID1;ZYX;LPXN;FERMT2;ENG
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	14/37	1.31162689181846e-07	1.21295677791121e-05	0	0	7.84738737103265	124.356193069354	IL10;CDKN1A;NDRG4;BMPR2;IGFBP3;TNFAIP3;AIF1;CNN1;EFEMP2;GPER1;OGN;HMOX1;ANG;PPARG
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	15/43	1.64345199004956e-07	1.48604581055814e-05	0	0	6.90944588141663	107.934504486701	SEMA5A;IL10;RAMP2;ANGPT1;ECSCR;TNFAIP3;NDNF;ANO6;GATA2;CDH5;RGCC;GPER1;CCL2;TEK;GAS6
Hemopoiesis (GO:0030097)	24/101	1.69998003512601e-07	1.50374320933211e-05	0	0	4.03469270743272	62.8906884295913	IL10;NOTCH4;ZBTB16;RTKN2;TMEM190;PLEK;DLL1;ZFP36L2;TGFBR2;TGFBR3;MFAP5;LYL1;SFRP1;MEIS1;SNRK;MELK;RRAS;KIT;SBDS;TEK;IL7R;EVI2B;CD34;SH2B3
Extracellular Structure Organization (GO:0043062)	25/109	1.97336189539655e-07	1.70842756433374e-05	0	0	3.85381186135043	59.496523391171	COL17A1;ECM2;COL13A1;COL11A1;NDNF;ADAMTS1;ADAMTSL4;SPOCK2;MMP28;COL10A1;SLC39A8;ADAMTS8;NPNT;MMP9;COL1A1;MMP12;MMP11;COL3A1;COL1A2;MMP23B;COL5A2;ST7;COL4A5;RECK;MATN2
Cellular Response To Interleukin-1 (GO:0071347)	21/81	2.05301172832585e-07	1.74035515053289e-05	0	0	4.52527972027972	69.6838221489704	CCL14;CCL13;EGR1;CCL23;CXCL8;PTGIS;CCL3L1;CCL21;IRAK3;SFRP1;HYAL1;HYAL2;IL1B;CCL5;CCL4;ANKRD1;CCL3;SIRPA;CCL2;CD47;CCL18
Negative Regulation Of Multicellular Organismal Process (GO:0051241)	40/231	2.28401695497892e-07	1.89666632445086e-05	0	0	2.72473942582773	41.6671510831956	PTGER4;GRN;SPI1;NOTCH1;BMPR2;WWC1;LAMA4;PTPRO;ADM;ARID4B;AGER;SLC6A4;CORO1C;GJA1;RGS2;RAB11FIP1;GPNMB;MDK;FFAR4;SOSTDC1;TIMP1;IL10;SRGN;IFNGR1;SLC11A1;IL17RD;SMAD6;ELAPOR2;CLEC4A;SFRP1;RGCC;SYT11;IL1B;ID1;ALDH1A1;PAEP;SPRY1;GAS6;IL17D;IL18R1
External Encapsulating Structure Organization (GO:0045229)	25/110	2.37980597068166e-07	1.93668609894074e-05	0	0	3.80826664466628	58.0801666595704	COL17A1;ECM2;COL13A1;COL11A1;NDNF;ADAMTS1;ADAMTSL4;SPOCK2;MMP28;COL10A1;SLC39A8;ADAMTS8;NPNT;MMP9;COL1A1;MMP12;MMP11;COL3A1;COL1A2;MMP23B;COL5A2;ST7;COL4A5;RECK;MATN2
Negative Regulation Of Signal Transduction (GO:0009968)	44/267	2.49069484372828e-07	1.98718378806478e-05	0	0	2.5699306159784	39.0771671679645	KANK2;CX3CR1;NDRG4;PID1;CXCL8;YWHAB;MGRN1;HHIP;PLEK;TNFAIP3;ARRB1;APCDD1;GATA2;LILRA2;NKD2;RGS2;CYP26B1;HHEX;HEY1;WIF1;CCL5;PALM;GPC3;SOSTDC1;DACT3;SNCA;IL10;EGFL7;SEMA6A;PRKCB;IGFBP3;IRAK3;SHISA2;SULF1;DCN;DKK3;NR4A2;ENTREP1;SFRP1;IL1B;PPARG;SPRY1;CD47;SMPDL3B
Positive Regulation Of Inflammatory Response (GO:0050729)	24/104	3.04997495860063e-07	2.38660540510499e-05	0	0	3.88276103714085	58.2529173462424	PTGER4;IL33;GRN;NKG7;ETS1;IL6;AIM2;MDK;CAMK2N1;HYAL2;IL1B;AGTR1;PLCG2;CASP1;CCL3;NLRP3;ADAM8;NUPR1;CD47;LCP1;IL6ST;S100A9;S100A8;SNCA
Maintenance Of Blood-Brain Barrier (GO:0035633)	12/29	3.29858371657845e-07	2.53244097033164e-05	0	0	9.09062666067122	135.673988944643	CDH5;CLDN5;GJA1;IL6;CLDN3;SLC1A1;PECAM1;LSR;ESAM;JAM2;ACTG1;JAM3
Cellular Response To Metal Ion (GO:0071248)	28/135	3.5284915748046e-07	2.5876399301638e-05	0	0	3.39138715757811	50.3866026973126	CLIC4;NCF1;LRRK2;MT1M;MT1X;RASGRP2;AQP1;MT2A;CDH1;PLCG2;SNCA;TFAP2A;PRNP;JUN;AOC1;NEK7;SYT15;FOS;MMP9;BMP6;SYT7;MT1A;SYT11;ITPKA;ALOX5AP;MT1G;FBP1;MT1E
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)	19/70	3.5612640965636e-07	2.5876399301638e-05	0	0	4.8124383831745	71.4549892775971	CDKN1C;SPARC;KRT4;CAV2;STAT1;CAV1;TINF2;PTPRM;VASH1;SULF1;TGFBR3;CEACAM1;SFRP1;CDK6;RGCC;ALOX5;ATOH8;KLF9;NUPR1
Neutrophil Chemotaxis (GO:0030593)	19/70	3.5612640965636e-07	2.5876399301638e-05	0	0	4.8124383831745	71.4549892775971	CCL14;CCL13;EDN1;CCL23;CXCL8;FCER1G;CCL3L1;CCL21;PLA2G1B;CXCL2;JAML;CCL5;CCL4;PDE4B;CCL3;CCL2;CCL18;S100A9;S100A8
Positive Regulation Of Gene Expression (GO:0010628)	66/480	3.71756307175879e-07	2.65381826999763e-05	0	0	2.08742740543086	30.9044196940592	PID1;SPI1;BMPR2;CXCL8;TFRC;CITED2;ETS1;VSIR;ACTG2;ACTG1;CDH5;GJA1;CDH3;LAMP3;GPER1;CTSH;CD36;CD34;HOXA5;SOX4;IL10;RBM14;IFNGR1;TESC;SLC11A1;CIRBP;PSG1;TENT5B;FGR;CLDN5;OLFM1;CLDN3;TYROBP;IL1B;PPARG;ADTRP;GAS6;GAPDH;PTGER4;RAMP2;NOTCH1;RAMP3;PIK3R1;GATA2;DLL1;PPM1F;PLCG2;CCL3;RPL17;TFAP2A;EGR1;CD74;IL33;GSN;CADM1;ANGPT1;IL37;WNT3A;KLF4;LARP6;BMP6;IL6;RGCC;ID2;VIM;FGFR4
Neutrophil Migration (GO:1990266)	20/77	3.85450307836113e-07	2.68599224408502e-05	0	0	4.5341866195888	66.964738177564	CCL14;CCL13;EDN1;CCL23;CXCL8;FCER1G;CCL3L1;CCL21;PLA2G1B;CXCL2;JAML;CCL5;CCL4;PDE4B;PECAM1;CCL3;CCL2;CCL18;S100A9;S100A8
Vasculature Development (GO:0001944)	9/16	3.89465574836609e-07	2.68599224408502e-05	0	0	16.5323954824648	243.993199330913	ACVRL1;PDGFRA;CDH5;BMPR2;FOXF1;SOX18;NOTCH4;APLNR;TCF21
Negative Regulation Of Cytokine Production (GO:0001818)	33/178	5.21076174315421e-07	3.53376492214908e-05	0	0	2.95380574874763	42.7337994877738	PTGER4;TNFAIP3;ARRB1;AGER;DLL1;VSIR;ZFP36;GPNMB;FFAR4;SIRPA;VSIG4;CD34;CD33;IL10;SRGN;PRNP;IL37;SLC11A1;SFTPD;LAPTM5;IRAK3;KLF4;CLEC4A;IL6;CEACAM1;RNF125;TYROBP;RGCC;AXL;SYT11;TLR8;GAS6;TNFRSF21
Cellular Response To Chemokine (GO:1990869)	17/59	5.77447747416502e-07	3.85186046596352e-05	0	0	5.22379956166567	75.0380412954116	CCL14;RIPOR2;CCL13;CCL23;CXCL8;CCL3L1;CCL21;DUSP1;STK39;CXCL2;CXCL12;CCL5;CCL4;CCL3;CCL2;CCL18;SH2B3
Positive Regulation Of Endocytosis (GO:0045807)	20/79	6.03405145365833e-07	3.96008957498964e-05	0	0	4.38001160738609	62.7247314110327	FCER1G;CD151;CCL21;SLC11A1;SFTPD;NEDD4L;FPR2;GATA2;DLL1;C3;DAB2;HNRNPK;AXL;IL1B;GPC3;SIRPA;CD47;DOCK2;GAS6;SNCA
Regulation Of Apoptotic Process (GO:0042981)	87/705	7.00661770695631e-07	4.52538530946115e-05	0	0	1.85063562338069	26.2258026111488	TOP2A;TFRC;CITED2;ZFAND6;APIP;FHL2;IFIT3;AQP1;IFIT2;COMP;RASSF2;SPTLC1;CCND2;SIX4;ADAMTSL4;GPER1;ANKRD1;FFAR4;PROK2;EMILIN2;CTSH;IFT57;HOXA5;SOX4;TGM2;IL10;TSC22D1;DAPK2;IGFBP3;ANO6;TENT5B;MAPK8IP3;MMP9;NME1;OLFM1;HCK;RNF144B;SFRP1;MELK;CEACAM5;CAT;GAS1;BIRC5;NUPR1;GAS6;IL6ST;SGK1;CRYAB;CD44;BIRC3;MCM2;BEX1;PIK3R1;FOXO1;SOCS2;SOCS3;GRK5;UBB;PDPN;MAP3K20;SAP18;SLIT2;SPDEF;MCL1;SNCA;TFAP2A;EGR1;CD74;JUN;STIL;ANGPT1;GADD45B;STAT1;WFS1;GZMA;SEPTIN4;SMAD6;TBX3;HYPK;DAB2;IL6;HNRNPK;AXL;MNDA;TEK;EVI2B;TPT1
Granulocyte Chemotaxis (GO:0071621)	19/73	7.24144046104375e-07	4.60397206812297e-05	0	0	4.54434357541899	64.2491814615709	CCL14;CCL13;EDN1;CCL23;CXCL8;FCER1G;CCL3L1;CCL21;PLA2G1B;CXCL2;JAML;CCL5;CCL4;PDE4B;CCL3;CCL2;CCL18;S100A9;S100A8
Negative Regulation Of Programmed Cell Death (GO:0043069)	55/381	7.48684061261818e-07	4.68676222349898e-05	0	0	2.2023155553993	31.0635480545223	TFRC;CITED2;ZFAND6;APIP;FHL2;IFIT3;AQP1;COMP;CCND2;SIX4;FFAR4;PROK2;CTSH;IL10;TSC22D1;TENT5B;MAPK8IP3;MMP9;HCK;RNF144B;SFRP1;CEACAM5;CAT;BIRC5;NUPR1;GAS6;IL6ST;CRYAB;CD44;BIRC3;KANK2;PIK3R1;FOXO1;SOCS2;SOCS3;GRK5;PDPN;MCL1;SNCA;TFAP2A;CD74;STIL;ANGPT1;WFS1;LAPTM5;SMAD6;HYPK;TBX3;DAB2;IL6;HNRNPK;AXL;TEK;EVI2B;TPT1
Monocyte Chemotaxis (GO:0002548)	14/42	8.04413270214291e-07	4.95932969166962e-05	0	0	6.44432846207376	90.4342452422048	CCL14;CCL13;CCL23;CCL3L1;CCL21;PTPRO;IL6;CCL5;CCL4;CCL3;CCL2;CTSG;CCL18;FOLR2
Positive Regulation Of Protein Modification Process (GO:0031401)	38/225	8.64540496029454e-07	5.25047056469231e-05	0	0	2.64070453504699	36.8670547620883	CDKN1A;TFRC;FAXDC2;LRRK2;ITLN1;ARRB1;FPR2;AGER;AURKB;C3;CDH5;CCND2;GPNMB;GPER1;LEPR;PROM2;PPP1R16B;EGR1;CD74;ANGPT1;LIMCH1;WNT3A;RARRES2;VEGFC;VEGFD;AXIN2;MMP9;MARCO;DAB2;CLDN3;IL1B;LEP;PECAM1;BIRC5;ADTRP;TEK;GAS6;ENG
Leukocyte Aggregation (GO:0070486)	6/7	9.4828762357091e-07	5.59214831928991e-05	0	0	77.0159169550173	1068.10356049376	IL1B;RAC2;S100A9;CD44;JAM2;S100A8
Venous Blood Vessel Development (GO:0060841)	6/7	9.4828762357091e-07	5.59214831928991e-05	0	0	77.0159169550173	1068.10356049376	ACVRL1;CCBE1;BMPR2;FOXF1;APLNR;ENG
Cellular Response To Cadmium Ion (GO:0071276)	10/22	1.12816007288587e-06	6.46546948813042e-05	0	0	10.7199861207495	146.809379193023	JUN;MT1A;NCF1;SLC11A1;MT1G;MT1X;SLC39A8;FOS;MMP9;MT1E
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)	10/22	1.12816007288587e-06	6.46546948813042e-05	0	0	10.7199861207495	146.809379193023	FCER1G;CD9;CDH13;PPARG;ADTRP;CD36;LCP1;CD68;LDLR;CES1
Positive Regulation Of Cytokine Production (GO:0001819)	48/320	1.24624602833561e-06	7.04302095735779e-05	0	0	2.29889732086705	31.2543704799164	PTGER4;CD86;FCN1;PLA2G1B;RORA;LILRA2;PTGS2;AIF1;AGER;INAVA;C3;MDK;HYAL2;PLCG2;CASP1;PDE4B;HMOX1;NLRP3;CD14;SPTBN1;HLA-DPA1;IL10;CCBE1;EGR1;CD74;IL33;FCER1G;CADM1;SLC11A1;PDE4D;LAPTM5;SULF1;HLA-E;FGR;SLC7A5;IL6;TYROBP;RGCC;IL1B;IRF1;LEP;PAEP;TLR8;LCP1;IL17D;IL6ST;GAPDH;IL18R1
Lymphocyte Chemotaxis (GO:0048247)	14/44	1.52442699663849e-06	8.49711431413974e-05	0	0	6.01405706332637	80.5516305379782	CCL14;CCL13;CCL23;CCL3L1;CCL21;DEFA1;CH25H;CCL5;GPR183;CCL4;CCL3;CCL2;CCL18;GAS6
Regulation Of Epithelial Cell Proliferation (GO:0050678)	21/91	1.64988879010718e-06	9.07215876614342e-05	0	0	3.87671328671329	51.6176724295093	CDKN1C;GRN;KRT4;ANGPT1;UHRF1;TIE1;TINF2;C5AR1;FUT2;BMP6;NME1;TGFBR3;ZFP36;SFRP1;CDK6;SIX4;HYAL1;DEAF1;LEP;NUPR1;PRKD1
Regulation Of Interleukin-6 Production (GO:0032675)	24/114	1.79475932221696e-06	9.73716757613442e-05	0	0	3.44947442186405	45.6387529794249	IL10;CD74;IL33;IL37;TNFAIP3;ARRB1;IRAK3;LILRA2;AGER;AIF1;INAVA;IL6;TYROBP;SYT11;HYAL2;IL1B;LEP;PLCG2;SIRPA;TLR8;CD47;LCP1;GAS6;IL17D
Regulation Of Phagocytosis (GO:0050764)	16/58	2.34151429966167e-06	0.000125363443227939	0	0	4.91309109009457	63.6968144583424	FCER1G;SLC11A1;SFTPD;FPR2;GATA2;SYT7;FGR;SNX3;HCK;SYT11;IL1B;SIRPA;CD47;DOCK2;GAS6;TGM2
Sprouting Angiogenesis (GO:0002040)	15/52	2.60956788875121e-06	0.000137900412199074	0	0	5.22622901452985	67.1901034921478	SEMA5A;CCBE1;RAMP2;ANGPT1;VEGFC;SEMA3E;VEGFD;DLL1;EFNB2;CDH13;ADTRP;SLIT2;TEK;RECK;ENG
Second-Messenger-Mediated Signaling (GO:0019932)	18/72	2.65658529784186e-06	0.000138585199704083	0	0	4.30216329378925	55.2331900048095	EDN1;CXCL8;LRRK2;FPR1;CXCR4;NDNF;FPR2;SELE;NCALD;LAT2;RCAN1;EDNRB;INPP5A;AGTR1;BTK;CCL3;PLCG2;CD36
Negative Regulation Of Cell-Cell Adhesion (GO:0022408)	13/40	2.75380914395879e-06	0.000141838600085675	0	0	6.20166898470097	79.397025080144	IL10;NOTCH1;NOTCH4;KLF4;PPM1F;BMP6;RGCC;CDH1;EPCAM;PODXL;MYADM;ADTRP;MUC21
Response To Lipid (GO:0033993)	23/110	3.30990092801432e-06	0.000168349835951128	0	0	3.41789819376026	43.1290638304345	GPX3;SLC11A1;IRAK3;SMAD6;SELE;FOXO1;SOCS2;SELP;SLPI;SCD;ALDH1A2;IL1B;PLCG2;SPP1;ALPL;CTSH;PPARG;CD36;FGFR4;S100A9;ABCG1;S100A8;SNCA
Positive Regulation Of Epithelial Cell Migration (GO:0010634)	21/95	3.4499116796933e-06	0.000173304822526816	0	0	3.66636741636742	46.1124966807674	EDN1;GRN;BMPR2;SPARC;ANGPT1;ANXA3;PRKCE;ETS1;MMP9;PPM1F;RRAS;GLIPR2;HYAL1;ATOH8;ENPP2;PLCG2;CTSH;PRKD1;TEK;PLPP3;SASH1
Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)	14/47	3.68613928385289e-06	0.000182913423731676	0	0	5.46643891946606	68.3902396570216	NOTCH1;AXIN2;TGFBR2;COL1A1;SDCBP;OLFM1;DAB2;IL6;RGCC;GLIPR2;MDK;IL1B;PDPN;FERMT2
Cellular Response To Copper Ion (GO:0071280)	9/20	4.37885682644703e-06	0.000207181028218755	0	0	10.518345731938	129.782952996945	PRNP;MT2A;MT1A;MT1M;MT1G;MT1X;AQP1;MT1E;SNCA
Microglial Cell Activation (GO:0001774)	9/20	4.37885682644703e-06	0.000207181028218755	0	0	10.518345731938	129.782952996945	CX3CR1;C1QA;GRN;ITGAM;TYROBP;IFNGR1;C5AR1;AIF1;SNCA
Negative Regulation Of B Cell Activation (GO:0050869)	9/20	4.37885682644703e-06	0.000207181028218755	0	0	10.518345731938	129.782952996945	IL10;SFRP1;TYROBP;ID2;LAPTM5;TNFAIP3;MNDA;SAMSN1;TNFRSF21
Response To Fibroblast Growth Factor (GO:0071774)	9/20	4.37885682644703e-06	0.000207181028218755	0	0	10.518345731938	129.782952996945	SFRP1;ZFP36;CXCL8;HYAL1;CCL5;HYAL2;NDNF;ZFP36L2;CD44
Regulation Of Neutrophil Chemotaxis (GO:0090022)	10/25	4.66090187187724e-06	0.000217990916283546	0	0	8.57460097154754	105.264387573333	MPP1;RIPOR2;CD74;CXCL8;CCL21;MDK;DAPK2;RAC2;SLIT2;JAM3
Cellular Response To Organic Substance (GO:0071310)	19/82	4.78550596161764e-06	0.000221275269975252	0	0	3.89325618515563	47.69207213398	EDN1;RAMP2;PID1;RAMP3;MME;SLC1A1;CXCR4;GHR;SOCS2;CLEC3B;IL1B;CCL5;CASP1;FFAR4;CCL3;PLCG2;HCLS1;CCL2;SLIT2
Regulation Of Fat Cell Differentiation (GO:0045598)	18/75	4.97608175220905e-06	0.000227501984828524	0	0	4.0750725382892	49.7601719318995	RARRES2;ZBTB16;ADIRF;RORA;TMEM64;FOXO1;ZFP36L2;ZFP36;SFRP1;IL6;CREB1;GPER1;ALOX5;ID2;LEP;PPARG;LCP1;FERMT2
Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112)	8/16	5.71701020531656e-06	0.000258472383615923	0	0	12.8489258489258	155.113062639593	IL6;MMRN1;CCL5;PDPN;EMILIN2;CTSG;IL6ST;JAK1
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	53/387	5.78930686073799e-06	0.000258864721058713	0	0	2.06752803406063	24.933350164235	BMPR2;ARID4B;GHR;GJA1;SLN;ACADL;SIX4;MDK;GLIPR2;LEPR;FFAR4;CD36;IL10;PRKCH;SLC11A1;AXIN2;ETV4;TGFBR2;FGR;OLFM1;IL1B;PPARG;ADAM8;LCP1;GAS6;GAPDH;PTGER4;EPAS1;CXCR4;ADRB2;LILRA2;SDCBP;PDPN;SPP1;ZBED2;IL33;CADM1;ZBTB16;CAV1;TRPV2;G0S2;TMEM64;COL1A1;DAB2;IL6;FABP4;RGCC;FABP5;SCD;LEP;LCN2;ALPL;FERMT2
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	30/172	6.1438788925723e-06	0.000268309590743028	0	0	2.73666630323815	32.8401441681608	ROBO4;ITGAM;PTPRM;ATP2C1;IGSF9;CDH5;CDH3;CDH1;FLRT3;CDH23;NTNG1;CADM1;SELE;TGFBR2;PTPRD;SELP;CLDN11;CLDN5;CLDN10;CEACAM1;JAML;CEACAM6;PALLD;CEACAM5;CDHR3;PECAM1;CDH13;CLDN18;ESAM;PCDHB9
Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	25/130	6.16964145298007e-06	0.000268309590743028	0	0	3.0795431777199	36.9417991052896	ACVRL1;NRROS;BMPR2;HPGD;LRRC32;TMEM100;CDH5;FNTA;ATOH8;LPXN;GDF10;JUN;FOS;SMAD6;BMP6;TGFBR2;TGFBR3;CLDN5;COL3A1;COL1A2;ID1;ZYX;PPARG;FERMT2;ENG
Response To Molecule Of Bacterial Origin (GO:0002237)	17/69	6.19835377976029e-06	0.000268309590743028	0	0	4.21694292457891	50.566319097995	IL10;CXCL8;SLC11A1;TNFAIP3;IRAK3;SMAD6;CXCL2;SELE;INAVA;SELP;IL6;SLPI;IL1B;CD14;S100A9;S100A8;SNCA
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)	13/43	6.81763738100963e-06	0.000289320235338303	0	0	5.58059805285118	66.3867808825602	CCL21;JUP;PLEKHA2;PPM1F;EFEMP2;SFRP1;CDK6;RRAS;CEACAM6;CDH13;CD36;TEK;FERMT2
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)	12/37	6.82593821392901e-06	0.000289320235338303	0	0	6.17895760945101	73.4973460841841	SPARC;RGCC;CAV2;STAT1;ALOX5;CAV1;ATOH8;PTPRM;CCL2;PPARG;VASH1;SULF1
Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)	18/77	7.40515468374116e-06	0.000310634787712812	0	0	3.93650868747561	46.5032927904707	SPARC;SEMA6A;STAT1;ECSCR;PTPRM;SEMA3E;VASH1;THBS2;KLF4;SULF1;DCN;CLDN5;HHEX;RGCC;ALOX5;PPARG;TEK;HOXA5
Positive Regulation Of Cell Death (GO:0010942)	14/50	8.23485546250829e-06	0.000341914559968839	0	0	5.01009046624913	58.6538041785129	C1QA;PRNP;ITGAM;HBG2;HBG1;LRRK2;HP;HBB;AXIN2;HBA1;EFNB2;TYROBP;MAP3K20;SNCA
Positive Regulation Of Defense Response (GO:0031349)	24/124	8.37755692165866e-06	0.00034432605165888	0	0	3.10284512964261	36.2721175258679	PTGER4;IL33;GRN;NKG7;FPR2;ETS1;AIM2;MDK;CAMK2N1;HYAL2;IL1B;CCL5;AGTR1;CASP1;CCL3;NLRP3;EMILIN2;TLR8;ADAM8;CD47;LCP1;S100A9;S100A8;SNCA
Negative Regulation Of Protein Phosphorylation (GO:0001933)	27/149	8.52927349551638e-06	0.000347056138532561	0	0	2.86383887456253	33.426745588271	CDKN1A;PID1;LRRK2;DUSP19;FBLN1;SAMSN1;PPM1F;CORO1C;RASSF2;CAMK2N1;SIRPA;SFN;SLIT2;SNCA;PRNP;IGFBP3;CAV1;PDE4D;SMAD6;DBNDD1;SFRP1;CEACAM1;GNAQ;MYADM;PPARG;PLPP3;ENG
Negative Regulation Of Protein Modification Process (GO:0031400)	18/78	8.98050723886483e-06	0.00036179885103902	0	0	3.87069085833915	44.9791858101366	PPP1R16B;BEX4;PPP1R15A;PRNP;CDKN1A;CRTAP;PID1;YWHAB;LRRK2;IGFBP3;FBLN1;CORO1C;FXYD1;MYADM;SIRPA;TSPO;SLIT2;PLPP3
Chemokine-Mediated Signaling Pathway (GO:0070098)	15/57	9.0996689848031e-06	0.000363005422540822	0	0	4.60281536012734	53.4261322460785	CCL14;CCL13;CCL23;CXCL8;CCL3L1;CCL21;STK39;CXCL2;CXCL12;CCL5;CCL4;CCL3;CCL2;CCL18;SH2B3
Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)	12/38	9.3204957530346e-06	0.000366615631131197	0	0	5.94098465814936	68.8161763310372	SEMA5A;IL10;CDH5;RAMP2;MDK;WFS1;TNFAIP3;NDNF;NUPR1;TEK;GATA2;GAS6
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	17/71	9.37036756884849e-06	0.000366615631131197	0	0	4.06032078103208	47.0102244203159	ECM2;CCL21;JUP;PLEKHA2;NEDD9;NDNF;NPNT;PPM1F;SFRP1;CDK6;MDK;MYADM;CDH13;CD36;RSU1;FERMT2;LIMS2
Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	23/117	9.81370028839228e-06	0.000380304252128269	0	0	3.16217444424578	36.4653455719149	CD86;IL10;CX3CR1;CXCL8;IL37;TNFAIP3;DEFA1;CXCL2;ZFP36;IL6;AXL;IL1B;ANKRD1;CASP1;PDE4B;SIRPA;NLRP3;CCL2;CTSG;CD14;VIM;CD68;CHMP5
Negative Regulation Of Angiogenesis (GO:0016525)	19/86	1.00342672871341e-05	0.00038518333576744	0	0	3.66003085132994	42.1251418979783	SPARC;SEMA6A;STAT1;ECSCR;PTPRM;SEMA3E;VASH1;THBS2;KLF4;SULF1;DCN;KLF2;CLDN5;HHEX;RGCC;ALOX5;PPARG;TEK;HOXA5
Supramolecular Fiber Organization (GO:0097435)	45/316	1.05840762909417e-05	0.000402491648858336	0	0	2.15867158671587	24.7300869187367	KRT80;PLA2G1B;COL11A1;DPT;STMND1;FBLN5;LMOD3;CORO1C;CNN1;EFEMP2;RAC2;MYH11;PGM5;CD36;HNRNPA1;NCKAP5;CAMP;CGNL1;KRT6A;SNCA;TMOD1;DSP;CRTAP;MARCKSL1;GSN;KRT4;LUM;P3H4;ARHGAP25;SHROOM4;COL1A1;MFAP4;COL3A1;TPPP3;COL1A2;DES;HOOK1;COL5A2;NOSTRIN;CDC42EP2;ELMO1;HCLS1;TUBGCP4;VIM;MYL9
Definitive Hemopoiesis (GO:0060216)	5/6	1.12599753607896e-05	0.000419567033111314	0	0	64.1355463347165	730.776841555929	MFAP5;TGFBR3;LYL1;TEK;ZFP36L2
Regulation Of Cell Adhesion Molecule Production (GO:0060353)	5/6	1.12599753607896e-05	0.000419567033111314	0	0	64.1355463347165	730.776841555929	CXCL8;NOTCH1;CAV1;IL1B;NOTCH4
Defense Response To Bacterium (GO:0042742)	33/204	1.13787277911728e-05	0.000419567033111314	0	0	2.50115061985005	28.4725107081698	COLEC12;PLA2G1B;FPR2;AQP1;JCHAIN;WFDC3;DMBT1;GNLY;CASP1;CTSG;CAMP;GBP4;KRT6A;GSDMB;FCER1G;ANXA3;SLC11A1;RARRES2;SFTPD;RNASE6;DEFA1;LYZ;RNASE1;HLA-E;SELP;FGR;IL6;SLPI;IL1B;LCN2;ANG;S100A9;S100A8
Negative Regulation Of Cell Adhesion (GO:0007162)	17/72	1.1445549440982e-05	0.000419567033111314	0	0	3.98628122226449	45.3555473816667	ACVRL1;SEMA5A;RIPOR2;SEMA6A;NOTCH1;ANGPT1;DUSP1;FZD4;PTPRO;FBLN1;CDH1;MDK;PODXL;CDH13;LPXN;MUC21;JAM3
Regulation Of Sprouting Angiogenesis (GO:1903670)	11/33	1.22775276644757e-05	0.000442099646608421	0	0	6.43298611111111	72.74253427651	PPP1R16B;CEACAM1;SEMA6A;PKM;ALOX5;RHOJ;ITGA5;KLF4;DLL1;KLF2;JAK1
Vasculogenesis (GO:0001570)	11/33	1.22775276644757e-05	0.000442099646608421	0	0	6.43298611111111	72.74253427651	TGFBR3;RAMP2;EGFL7;NOTCH1;SOX17;SOX18;CAV1;APLNR;RASIP1;TGFBR2;ENG
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428)	12/39	1.25782773303818e-05	0.000448956232081784	0	0	5.72063933287005	64.5490584660696	CX3CR1;EDN1;PTGIS;CAV1;IL1B;HBB;SIRPA;CD36;CD47;PTGS2;KLF4;KLF2
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	24/127	1.279293128604e-05	0.000452647281764319	0	0	3.01198114041951	33.9348402782873	IL10;CX3CR1;IL33;IFNGR1;IL37;TNFAIP3;IRAK3;LILRA2;AGER;VSIR;HLA-E;CLEC4A;ZFP36;IL6;TYROBP;SYT11;PLCG2;CCL3;SIRPA;CD14;CD47;LCP1;GAS6;CD33
Negative Regulation Of Inflammatory Response (GO:0050728)	22/111	1.32703338819715e-05	0.000465491280739156	0	0	3.19324427390884	35.8600678918379	IL10;PTGER4;IL33;GRN;PTGIS;TNFAIP3;RORA;FPR2;KLF4;FGR;CDH5;HCK;MDK;GPER1;ALOX5;FFAR4;SIRPA;NLRP3;SLC39A8;PPARG;TEK;SMPDL3B
