Gene	adj.P.Val	logFC	Regulation
ILMN_1800540	5.3584229647971e-07	-1.15152221200163	Downregulated
ILMN_1738554	5.37362499967303e-07	-1.00411911196832	Downregulated
ILMN_1749868	5.43255236040369e-07	-1.14376436277949	Downregulated
ILMN_1802557	5.58594686536883e-07	-1.00775045376383	Downregulated
ILMN_2086077	5.89103047782249e-07	-1.23457512837846	Downregulated
ILMN_1792733	5.90000959823999e-07	1.01107527665894	Upregulated
ILMN_1694840	5.90272216205069e-07	-1.38143782021538	Downregulated
ILMN_2133996	5.90818259161913e-07	-1.16736646607672	Downregulated
ILMN_1774287	5.93519468757879e-07	1.19831341366794	Upregulated
ILMN_2123559	5.96749246844608e-07	1.30215702023684	Upregulated
ILMN_2051900	6.08212387383682e-07	1.19587642949166	Upregulated
ILMN_1792885	6.17454276047976e-07	-1.25605371218919	Downregulated
ILMN_1703337	6.32754164043289e-07	1.01134420273133	Upregulated
ILMN_1738589	6.39081067152247e-07	-1.10499491187821	Downregulated
ILMN_1677691	6.43909466065537e-07	1.48897144615174	Upregulated
ILMN_1660000	6.55247066208119e-07	-1.34300534844151	Downregulated
ILMN_2334242	6.59279225406231e-07	1.13069869427762	Upregulated
ILMN_1660691	7.02031859528189e-07	-1.00072045442578	Downregulated
ILMN_1673521	7.10152157316019e-07	1.02241310686469	Upregulated
ILMN_1717639	7.22968480212278e-07	-1.13269970823196	Downregulated
ILMN_1733415	7.75059028674581e-07	-1.12686149097705	Downregulated
ILMN_1739428	7.9128866651959e-07	-1.09032989607929	Downregulated
ILMN_1661589	8.02863362818789e-07	-1.12603412757939	Downregulated
ILMN_2134381	8.16950999888988e-07	1.07214757872203	Upregulated
ILMN_1659437	8.55682995890993e-07	1.01852921097344	Upregulated
ILMN_1702247	8.87082436063172e-07	-1.01764419002799	Downregulated
ILMN_1689552	8.94230228249607e-07	1.01309109074692	Upregulated
ILMN_1669376	9.00980451156957e-07	-1.12314442890234	Downregulated
ILMN_1691860	9.31663959237006e-07	-1.0772100757937	Downregulated
ILMN_2122511	9.53406512171624e-07	1.20926251497053	Upregulated
ILMN_2093389	9.57342383969247e-07	1.07275331542812	Upregulated
ILMN_2352097	9.63447464089316e-07	1.07303807280708	Upregulated
ILMN_2286014	9.91864346180605e-07	1.19671824702309	Upregulated
ILMN_1798000	1.0109028569376e-06	1.09580559099633	Upregulated
ILMN_1794707	1.02961294657915e-06	1.11638799884962	Upregulated
ILMN_2260991	1.03494878802236e-06	-1.38100631435024	Downregulated
ILMN_2359835	1.05104351255847e-06	-1.86321697796128	Downregulated
ILMN_1681301	1.0548798354609e-06	1.0872416017122	Upregulated
ILMN_1755582	1.11061218487057e-06	1.15306936797565	Upregulated
ILMN_1707763	1.17167291075751e-06	-1.01205239114725	Downregulated
ILMN_1788538	1.2626575167847e-06	-1.02120431330914	Downregulated
ILMN_1652128	1.3023351672884e-06	-1.09824190617981	Downregulated
ILMN_1663092	1.38076755615729e-06	-1.0873763293535	Downregulated
ILMN_1803073	1.38392348085483e-06	1.20559737423084	Upregulated
ILMN_2073235	1.38824389572209e-06	-1.01514656969431	Downregulated
ILMN_1672191	1.4103219339312e-06	-1.09655747566439	Downregulated
ILMN_1757660	1.49588431906797e-06	-1.28927313887069	Downregulated
ILMN_1703852	1.52060147588436e-06	-1.15542148186244	Downregulated
ILMN_1737041	1.59072373671239e-06	1.10508386675293	Upregulated
ILMN_1700978	1.59786484769589e-06	1.48567646907227	Upregulated
ILMN_2214997	1.60082899733783e-06	1.22875165290171	Upregulated
ILMN_2405009	1.68581665244273e-06	-1.00180991439646	Downregulated
ILMN_2105033	1.80554629176613e-06	1.07072325055872	Upregulated
ILMN_1663640	1.82037472424084e-06	-1.16529048515081	Downregulated
ILMN_2302757	1.8263149112112e-06	1.37297782082505	Upregulated
ILMN_1811221	1.96254987496771e-06	1.03957101463999	Upregulated
ILMN_1742981	1.97800155670016e-06	-1.29205327981466	Downregulated
ILMN_2085760	1.98536689151474e-06	-1.1179173032634	Downregulated
ILMN_2396672	2.02166219183171e-06	-1.22322798558495	Downregulated
ILMN_2094166	2.04769091834935e-06	-1.18971129854786	Downregulated
ILMN_1796458	2.17242454022502e-06	-1.06364342957558	Downregulated
ILMN_2371079	2.1920186129395e-06	1.10009212869026	Upregulated
ILMN_1773079	2.25796149072825e-06	1.34649378201011	Upregulated
ILMN_1731433	2.26477436925554e-06	1.16550510429914	Upregulated
ILMN_1695924	2.54443177263736e-06	-1.68193617526136	Downregulated
ILMN_1651496	2.5644504847727e-06	1.19041349402931	Upregulated
ILMN_2343278	2.58821663585795e-06	-1.00775333423555	Downregulated
ILMN_1814151	2.82811263252065e-06	1.0018401788806	Upregulated
ILMN_1737308	2.89988643310131e-06	-1.00877548659508	Downregulated
ILMN_2160210	2.90963242448308e-06	1.06459650605495	Upregulated
ILMN_1745697	2.9680782244438e-06	1.04957980906209	Upregulated
ILMN_1807423	3.02471270154876e-06	1.0353395800141	Upregulated
ILMN_1695397	3.04269892411773e-06	1.29768524186341	Upregulated
ILMN_1735367	3.06591315451579e-06	-1.26016049755252	Downregulated
ILMN_1666733	3.09555067333325e-06	-1.331286703492	Downregulated
ILMN_1775327	3.17533558122718e-06	1.08627677933039	Upregulated
ILMN_1810910	3.27157750636297e-06	-1.31960333933006	Downregulated
ILMN_1793384	3.33005173941069e-06	-1.02493406350788	Downregulated
ILMN_1714296	3.33837139806264e-06	1.00158100789781	Upregulated
ILMN_1679666	3.33954046518356e-06	-1.90927888345005	Downregulated
ILMN_1752451	3.43444295728571e-06	-1.16553286466643	Downregulated
ILMN_1708934	3.44826722919324e-06	-1.00624039477622	Downregulated
ILMN_1769319	3.44967676649849e-06	-1.12615915342029	Downregulated
ILMN_1654065	3.47712978418903e-06	-1.23609966953232	Downregulated
ILMN_2269256	3.59329710791071e-06	1.14478869021904	Upregulated
ILMN_1778803	3.6088126095049e-06	-1.04287182613409	Downregulated
ILMN_1696243	3.63196177579084e-06	-1.15071244139855	Downregulated
ILMN_2340565	3.90634177011062e-06	-1.0066601126239	Downregulated
ILMN_1725139	4.14592860025734e-06	1.11544537566977	Upregulated
ILMN_2159694	4.23628576543e-06	-1.07726045034674	Downregulated
ILMN_2132809	4.24459416717005e-06	-1.02241120288366	Downregulated
ILMN_1676213	4.3820997536554e-06	1.083278418627	Upregulated
ILMN_1788874	4.43975112517793e-06	-1.44170570402953	Downregulated
ILMN_1712522	4.57368378646834e-06	1.18366120092395	Upregulated
ILMN_1781819	4.78626378354998e-06	-1.02563711252351	Downregulated
ILMN_1727532	4.98545582816562e-06	-1.01940566254446	Downregulated
ILMN_2125346	5.07689217976888e-06	1.18372362438524	Upregulated
ILMN_1659550	5.17057077461591e-06	-1.14813239294065	Downregulated
ILMN_2286400	5.82975862183638e-06	-1.26550071162946	Downregulated
ILMN_1748323	5.89569924627518e-06	1.37786126039525	Upregulated
ILMN_1750748	5.98308390176805e-06	1.4736066739831	Upregulated
ILMN_2184373	6.21465946679515e-06	-1.33588956564831	Downregulated
ILMN_1684571	6.27759750347974e-06	-1.02761274726773	Downregulated
ILMN_1711899	6.60027047492553e-06	-1.35035185614628	Downregulated
ILMN_2353936	6.70404522915727e-06	1.33845988343839	Upregulated
ILMN_1805410	7.30822911180618e-06	1.38199064599566	Upregulated
ILMN_1715476	7.80644456912521e-06	1.1136591245925	Upregulated
ILMN_1812433	7.83285886008626e-06	-1.59424202730171	Downregulated
ILMN_1750181	8.083718994759e-06	1.2850562176556	Upregulated
ILMN_1725791	8.3859974684728e-06	-1.15647617303729	Downregulated
ILMN_1689329	8.99265457556675e-06	-1.0086777857972	Downregulated
ILMN_1750974	9.07745046707979e-06	-1.55763637052372	Downregulated
ILMN_1713813	9.28884118607734e-06	1.39527145994428	Upregulated
ILMN_1702363	9.93417396599558e-06	1.0247776080985	Upregulated
ILMN_1789007	9.97836140052714e-06	-1.1810927428843	Downregulated
ILMN_1843198	1.04328844324522e-05	1.09832182813235	Upregulated
ILMN_1682326	1.15978563905308e-05	1.34914938955843	Upregulated
ILMN_1795183	1.19637256158401e-05	-1.12453932585138	Downregulated
ILMN_1732410	1.25775434558671e-05	1.01011558999335	Upregulated
ILMN_1728787	1.27729457926494e-05	-1.51771268089816	Downregulated
ILMN_2374164	1.35189531412618e-05	-1.01444037515858	Downregulated
ILMN_1742332	1.43122242237445e-05	-1.14265327931768	Downregulated
ILMN_1771652	1.57407571982765e-05	1.05468051377477	Upregulated
ILMN_1721818	1.58106522986024e-05	1.43926446102815	Upregulated
ILMN_1794965	1.59290739876721e-05	1.09710745649216	Upregulated
ILMN_1680132	1.93354879308802e-05	-1.12081680060634	Downregulated
ILMN_2104356	2.19149154679381e-05	1.21800564937282	Upregulated
ILMN_1783593	2.22549292491766e-05	-1.02180864551008	Downregulated
ILMN_1661733	2.51992674545027e-05	-1.31185283556995	Downregulated
ILMN_2133205	2.56997504304849e-05	1.63096533415964	Upregulated
ILMN_1680874	3.35177624873192e-05	1.17849011672549	Upregulated
ILMN_2355831	4.50042075056337e-05	1.09446139823891	Upregulated
ILMN_2166457	5.11465657621158e-05	-1.40432994353465	Downregulated
ILMN_1715401	5.13656666189405e-05	-1.37329026128513	Downregulated
ILMN_1655613	5.24257447579195e-05	-1.09132470552757	Downregulated
ILMN_2412192	5.52561883679362e-05	-1.06619839158108	Downregulated
ILMN_1672582	6.50873823810134e-05	1.12236648916944	Upregulated
ILMN_1790160	7.81089960730715e-05	-1.07256482331589	Downregulated
ILMN_1794863	8.95668462968662e-05	-1.32255199230283	Downregulated
ILMN_1681515	0.000103424694881617	1.13466163219368	Upregulated
ILMN_1732074	0.000104800145542216	-1.0890669438378	Downregulated
ILMN_1746085	0.000110092237595983	1.02489516803521	Upregulated
ILMN_1760412	0.000116766523135055	-1.20696517998947	Downregulated
ILMN_1701753	0.000194720446540916	-1.00486219143806	Downregulated
ILMN_1792404	0.000246321771643489	1.27194769722649	Upregulated
ILMN_1761464	0.000263790573521782	-1.18213203340048	Downregulated
ILMN_2219002	0.000292450999924819	1.03653864241923	Upregulated
ILMN_1672148	0.000300115673286676	1.04664173151291	Upregulated
ILMN_1768469	0.000319074319257688	1.29672539144434	Upregulated
ILMN_1801216	0.000385227364644367	1.499673358298	Upregulated
ILMN_2389069	0.000414441059435568	1.19567209057463	Upregulated
ILMN_1704961	0.00126642389711787	-1.20266103162258	Downregulated
ILMN_2353161	0.00210156218927848	-1.3520795260424	Downregulated
ILMN_2054297	0.00269580407515438	-1.00191694043113	Downregulated
ILMN_2338452	0.00311283129162609	-1.10355455826525	Downregulated
ILMN_1722489	0.0053927715198524	1.04452952062246	Upregulated
